education,experience,industry,skills,jobtitle,location,salary_range,work_hours,company_size,job_type
PhD,12,Recruitment,Python,Finance / Banking,San Francisco,"$130,000 - $150,000",Full-time,Small (1-50 employees),Designer
PhD,19,Ecommerce,Machine Learning,Hospitality / Tourism,Shanghai,"$90,000 - $110,000",Part-time,Medium (51-500 employees),Manager
High School,8,Finance,JavaScript,Industrial Products / Heavy Machinery,New York,"$110,000 - $130,000",Full-time,Enterprise (10000+ employees),Designer
PhD,9,Education,SQL,Industrial Products / Heavy Machinery,Paris,"$50,000 - $70,000",Full-time,Medium (51-500 employees),Manager
PhD,17,Education,Problem Solving,Industrial Products / Heavy Machinery,Toronto,"$130,000 - $150,000",Full-time,Large (501-10000 employees),Developer
PhD,15,Industrial,C++,IT-Software / Software Services,Shanghai,"$50,000 - $70,000",Part-time,Enterprise (10000+ employees),Analyst
Bachelor,5,Industrial,SQL,Industrial Products / Heavy Machinery,Paris,"$130,000 - $150,000",Contract,Enterprise (10000+ employees),Analyst
High School,15,Media,Communication,Industrial Products / Heavy Machinery,London,"$110,000 - $130,000",Full-time,Large (501-10000 employees),Developer
PhD,6,Media,Problem Solving,Recruitment / Staffing,Berlin,"$50,000 - $70,000",Remote,Enterprise (10000+ employees),Designer
High School,19,Education,Java,Finance / Banking,Tokyo,"$110,000 - $130,000",Full-time,Medium (51-500 employees),Consultant
Bachelor,4,IT,JavaScript,Retail / Wholesale,San Francisco,"$130,000 - $150,000",Contract,Enterprise (10000+ employees),Manager
Master,2,Media,Python,Healthcare / Medical Services,Singapore,"$130,000 - $150,000",Full-time,Large (501-10000 employees),Consultant
Bachelor,7,Healthcare,Problem Solving,Finance / Banking,New York,"$110,000 - $130,000",Remote,Large (501-10000 employees),Developer
PhD,13,Ecommerce,Machine Learning,Hospitality / Tourism,Berlin,"$130,000 - $150,000",Remote,Enterprise (10000+ employees),Designer
PhD,1,Retail,Communication,Internet / Ecommerce,Paris,"$130,000 - $150,000",Part-time,Medium (51-500 employees),Administrator
Master,16,Healthcare,Problem Solving,Internet / Ecommerce,Sydney,"$90,000 - $110,000",Part-time,Large (501-10000 employees),Administrator
Bachelor,14,Finance,Java,Industrial Products / Heavy Machinery,New York,"$130,000 - $150,000",Contract,Small (1-50 employees),Engineer
High School,3,Finance,SQL,Finance / Banking,London,"$90,000 - $110,000",Full-time,Small (1-50 employees),Engineer
PhD,7,Ecommerce,Communication,Hospitality / Tourism,Singapore,"$50,000 - $70,000",Remote,Enterprise (10000+ employees),Engineer
Master,7,Media,Communication,Recruitment / Staffing,San Francisco,"$90,000 - $110,000",Remote,Medium (51-500 employees),Engineer
Bachelor,2,Ecommerce,Communication,Recruitment / Staffing,Shanghai,"$70,000 - $90,000",Contract,Enterprise (10000+ employees),Designer
PhD,10,Hospitality,Machine Learning,Healthcare / Medical Services,Paris,"$130,000 - $150,000",Remote,Enterprise (10000+ employees),Analyst
Master,18,Hospitality,C++,Retail / Wholesale,Tokyo,"$70,000 - $90,000",Full-time,Medium (51-500 employees),Analyst
Master,14,Media,C++,Education / Teaching,Sydney,"$70,000 - $90,000",Part-time,Enterprise (10000+ employees),Analyst
PhD,14,Media,HTML/CSS,Internet / Ecommerce,New York,"$50,000 - $70,000",Full-time,Large (501-10000 employees),Designer
Bachelor,18,Hospitality,Java,Retail / Wholesale,London,"$70,000 - $90,000",Contract,Enterprise (10000+ employees),Manager
PhD,3,Education,Java,Healthcare / Medical Services,San Francisco,"$90,000 - $110,000",Remote,Enterprise (10000+ employees),Designer
PhD,10,Recruitment,Java,Internet / Ecommerce,San Francisco,"$110,000 - $130,000",Full-time,Small (1-50 employees),Engineer
Master,9,Finance,HTML/CSS,Finance / Banking,London,"$130,000 - $150,000",Full-time,Enterprise (10000+ employees),Designer
High School,8,Education,C++,Recruitment / Staffing,Toronto,"$70,000 - $90,000",Full-time,Small (1-50 employees),Developer
Master,19,Education,Data Analysis,Internet / Ecommerce,Berlin,"$130,000 - $150,000",Part-time,Enterprise (10000+ employees),Analyst
Bachelor,9,Media,JavaScript,Media / Entertainment / Internet,Berlin,"$110,000 - $130,000",Part-time,Small (1-50 employees),Manager
Master,15,Healthcare,Communication,Industrial Products / Heavy Machinery,Singapore,"$50,000 - $70,000",Remote,Medium (51-500 employees),Designer
Master,6,Recruitment,C++,Healthcare / Medical Services,Paris,"$110,000 - $130,000",Full-time,Enterprise (10000+ employees),Analyst
High School,17,Recruitment,JavaScript,Healthcare / Medical Services,Shanghai,"$110,000 - $130,000",Part-time,Small (1-50 employees),Engineer
High School,4,Recruitment,Python,Healthcare / Medical Services,Tokyo,"$50,000 - $70,000",Full-time,Enterprise (10000+ employees),Consultant
High School,2,Recruitment,SQL,Media / Entertainment / Internet,New York,"$90,000 - $110,000",Full-time,Medium (51-500 employees),Designer
Bachelor,14,Recruitment,C++,Education / Teaching,Sydney,"$70,000 - $90,000",Contract,Enterprise (10000+ employees),Developer
Bachelor,9,Healthcare,Java,Retail / Wholesale,San Francisco,"$50,000 - $70,000",Part-time,Large (501-10000 employees),Designer
Bachelor,10,Finance,SQL,Retail / Wholesale,Shanghai,"$50,000 - $70,000",Full-time,Small (1-50 employees),Administrator
Bachelor,1,Retail,HTML/CSS,IT-Software / Software Services,Tokyo,"$50,000 - $70,000",Contract,Large (501-10000 employees),Analyst
Master,18,Finance,Machine Learning,IT-Software / Software Services,New York,"$50,000 - $70,000",Remote,Large (501-10000 employees),Manager
High School,12,Education,Python,IT-Software / Software Services,Tokyo,"$90,000 - $110,000",Contract,Enterprise (10000+ employees),Administrator
High School,6,IT,SQL,Recruitment / Staffing,Sydney,"$90,000 - $110,000",Contract,Large (501-10000 employees),Analyst
PhD,8,IT,Data Analysis,Education / Teaching,New York,"$70,000 - $90,000",Remote,Enterprise (10000+ employees),Consultant
PhD,12,Media,HTML/CSS,Retail / Wholesale,Berlin,"$50,000 - $70,000",Contract,Enterprise (10000+ employees),Engineer
High School,7,Hospitality,Python,Hospitality / Tourism,Paris,"$50,000 - $70,000",Contract,Medium (51-500 employees),Administrator
Bachelor,3,Retail,SQL,Recruitment / Staffing,Berlin,"$70,000 - $90,000",Full-time,Large (501-10000 employees),Engineer
High School,9,Retail,Machine Learning,Healthcare / Medical Services,Berlin,"$90,000 - $110,000",Contract,Large (501-10000 employees),Consultant
PhD,8,Media,JavaScript,Hospitality / Tourism,Tokyo,"$110,000 - $130,000",Contract,Enterprise (10000+ employees),Analyst
High School,12,Ecommerce,JavaScript,IT-Software / Software Services,Sydney,"$70,000 - $90,000",Full-time,Large (501-10000 employees),Administrator
Bachelor,16,Healthcare,Communication,IT-Software / Software Services,Toronto,"$110,000 - $130,000",Part-time,Large (501-10000 employees),Administrator
PhD,16,Healthcare,Java,Education / Teaching,New York,"$90,000 - $110,000",Full-time,Small (1-50 employees),Manager
Master,10,Finance,C++,Healthcare / Medical Services,Sydney,"$50,000 - $70,000",Full-time,Enterprise (10000+ employees),Developer
Master,14,Finance,Python,Retail / Wholesale,Paris,"$110,000 - $130,000",Contract,Large (501-10000 employees),Analyst
Master,14,Healthcare,Problem Solving,Media / Entertainment / Internet,Tokyo,"$90,000 - $110,000",Contract,Medium (51-500 employees),Analyst
Master,4,Retail,SQL,IT-Software / Software Services,Toronto,"$90,000 - $110,000",Full-time,Medium (51-500 employees),Engineer
Bachelor,17,Industrial,JavaScript,Retail / Wholesale,San Francisco,"$70,000 - $90,000",Remote,Large (501-10000 employees),Engineer
High School,7,Ecommerce,HTML/CSS,Internet / Ecommerce,Paris,"$70,000 - $90,000",Contract,Enterprise (10000+ employees),Manager
High School,12,Retail,Problem Solving,Media / Entertainment / Internet,Tokyo,"$70,000 - $90,000",Full-time,Medium (51-500 employees),Engineer
High School,15,Media,HTML/CSS,Hospitality / Tourism,Berlin,"$70,000 - $90,000",Full-time,Medium (51-500 employees),Developer
Bachelor,4,Media,Java,Finance / Banking,London,"$50,000 - $70,000",Remote,Medium (51-500 employees),Administrator
High School,15,IT,JavaScript,Healthcare / Medical Services,Sydney,"$70,000 - $90,000",Remote,Enterprise (10000+ employees),Engineer
High School,7,Education,Communication,Recruitment / Staffing,San Francisco,"$70,000 - $90,000",Contract,Medium (51-500 employees),Analyst
PhD,19,Finance,Communication,Media / Entertainment / Internet,London,"$70,000 - $90,000",Part-time,Medium (51-500 employees),Administrator
Bachelor,16,Healthcare,Java,Finance / Banking,Sydney,"$50,000 - $70,000",Full-time,Small (1-50 employees),Designer
PhD,14,Recruitment,Communication,Recruitment / Staffing,Singapore,"$110,000 - $130,000",Full-time,Medium (51-500 employees),Manager
Bachelor,9,IT,Communication,Industrial Products / Heavy Machinery,Tokyo,"$130,000 - $150,000",Part-time,Small (1-50 employees),Developer
PhD,16,IT,Machine Learning,Industrial Products / Heavy Machinery,Paris,"$90,000 - $110,000",Part-time,Large (501-10000 employees),Engineer
Master,12,IT,Java,Internet / Ecommerce,Sydney,"$70,000 - $90,000",Contract,Small (1-50 employees),Developer
Bachelor,19,Recruitment,Problem Solving,Retail / Wholesale,Singapore,"$130,000 - $150,000",Remote,Large (501-10000 employees),Designer
High School,10,Retail,Data Analysis,Media / Entertainment / Internet,London,"$110,000 - $130,000",Part-time,Enterprise (10000+ employees),Designer
Bachelor,7,Healthcare,C++,Industrial Products / Heavy Machinery,New York,"$70,000 - $90,000",Remote,Small (1-50 employees),Developer
Bachelor,10,Media,Problem Solving,Internet / Ecommerce,Tokyo,"$130,000 - $150,000",Part-time,Enterprise (10000+ employees),Designer
Bachelor,19,Hospitality,C++,Hospitality / Tourism,Shanghai,"$50,000 - $70,000",Part-time,Small (1-50 employees),Engineer
PhD,14,Finance,SQL,Hospitality / Tourism,San Francisco,"$50,000 - $70,000",Remote,Medium (51-500 employees),Engineer
High School,10,Retail,Problem Solving,Industrial Products / Heavy Machinery,Toronto,"$70,000 - $90,000",Remote,Large (501-10000 employees),Consultant
Bachelor,10,Media,HTML/CSS,Internet / Ecommerce,Berlin,"$70,000 - $90,000",Contract,Large (501-10000 employees),Designer
Master,15,Hospitality,Problem Solving,Media / Entertainment / Internet,Paris,"$110,000 - $130,000",Part-time,Large (501-10000 employees),Engineer
PhD,9,Media,Data Analysis,Education / Teaching,Berlin,"$70,000 - $90,000",Full-time,Medium (51-500 employees),Administrator
PhD,18,Finance,Problem Solving,Media / Entertainment / Internet,Tokyo,"$130,000 - $150,000",Part-time,Enterprise (10000+ employees),Manager
Bachelor,18,Healthcare,Data Analysis,Retail / Wholesale,Shanghai,"$130,000 - $150,000",Full-time,Enterprise (10000+ employees),Designer
High School,13,Education,Python,Finance / Banking,Tokyo,"$110,000 - $130,000",Full-time,Large (501-10000 employees),Analyst
Bachelor,15,Recruitment,Data Analysis,Education / Teaching,Berlin,"$130,000 - $150,000",Full-time,Enterprise (10000+ employees),Consultant
High School,12,Finance,Machine Learning,Media / Entertainment / Internet,Berlin,"$110,000 - $130,000",Contract,Enterprise (10000+ employees),Developer
High School,1,Industrial,Java,Retail / Wholesale,Tokyo,"$90,000 - $110,000",Full-time,Enterprise (10000+ employees),Consultant
High School,2,Hospitality,Data Analysis,Finance / Banking,Tokyo,"$50,000 - $70,000",Remote,Small (1-50 employees),Designer
High School,4,Hospitality,Machine Learning,Retail / Wholesale,Tokyo,"$50,000 - $70,000",Full-time,Small (1-50 employees),Administrator
High School,4,Recruitment,C++,Recruitment / Staffing,New York,"$110,000 - $130,000",Contract,Enterprise (10000+ employees),Administrator
Bachelor,8,Healthcare,C++,Retail / Wholesale,Shanghai,"$50,000 - $70,000",Contract,Medium (51-500 employees),Consultant
Master,13,Finance,Java,IT-Software / Software Services,Paris,"$70,000 - $90,000",Contract,Medium (51-500 employees),Analyst
Bachelor,19,Media,HTML/CSS,Industrial Products / Heavy Machinery,New York,"$50,000 - $70,000",Part-time,Enterprise (10000+ employees),Developer
High School,8,Industrial,JavaScript,Recruitment / Staffing,London,"$130,000 - $150,000",Remote,Large (501-10000 employees),Manager
Bachelor,15,Education,HTML/CSS,Hospitality / Tourism,Sydney,"$70,000 - $90,000",Contract,Enterprise (10000+ employees),Administrator
High School,6,Recruitment,Java,Hospitality / Tourism,New York,"$90,000 - $110,000",Remote,Enterprise (10000+ employees),Engineer
High School,18,Finance,Java,Recruitment / Staffing,Berlin,"$50,000 - $70,000",Full-time,Large (501-10000 employees),Administrator
Bachelor,11,IT,Python,Industrial Products / Heavy Machinery,Berlin,"$70,000 - $90,000",Part-time,Medium (51-500 employees),Engineer
Bachelor,11,IT,C++,Recruitment / Staffing,Sydney,"$130,000 - $150,000",Full-time,Medium (51-500 employees),Designer
High School,5,Retail,JavaScript,Hospitality / Tourism,New York,"$130,000 - $150,000",Full-time,Small (1-50 employees),Engineer
Master,12,Education,Machine Learning,Media / Entertainment / Internet,London,"$110,000 - $130,000",Contract,Small (1-50 employees),Consultant
Bachelor,8,Ecommerce,Java,Internet / Ecommerce,Shanghai,"$90,000 - $110,000",Contract,Small (1-50 employees),Designer
High School,6,Hospitality,SQL,Hospitality / Tourism,Singapore,"$50,000 - $70,000",Full-time,Large (501-10000 employees),Consultant
PhD,16,Finance,Python,Retail / Wholesale,New York,"$110,000 - $130,000",Part-time,Large (501-10000 employees),Engineer
Master,19,Education,Machine Learning,Hospitality / Tourism,Toronto,"$110,000 - $130,000",Full-time,Medium (51-500 employees),Engineer
Master,1,Hospitality,Communication,Hospitality / Tourism,New York,"$90,000 - $110,000",Full-time,Small (1-50 employees),Administrator
Bachelor,12,Hospitality,Java,IT-Software / Software Services,Toronto,"$130,000 - $150,000",Contract,Small (1-50 employees),Developer
Master,15,Recruitment,Python,Industrial Products / Heavy Machinery,London,"$50,000 - $70,000",Part-time,Medium (51-500 employees),Administrator
High School,2,Education,Data Analysis,Education / Teaching,Berlin,"$50,000 - $70,000",Contract,Medium (51-500 employees),Administrator
Bachelor,14,Recruitment,Communication,Retail / Wholesale,Tokyo,"$70,000 - $90,000",Full-time,Small (1-50 employees),Engineer
Master,9,Hospitality,Data Analysis,Hospitality / Tourism,New York,"$130,000 - $150,000",Part-time,Enterprise (10000+ employees),Administrator
Bachelor,5,Healthcare,Python,Education / Teaching,Toronto,"$90,000 - $110,000",Remote,Medium (51-500 employees),Designer
Bachelor,18,Industrial,Communication,IT-Software / Software Services,Singapore,"$90,000 - $110,000",Full-time,Large (501-10000 employees),Engineer
PhD,3,Media,Problem Solving,Hospitality / Tourism,Shanghai,"$50,000 - $70,000",Full-time,Medium (51-500 employees),Engineer
High School,13,Education,Java,Healthcare / Medical Services,Shanghai,"$90,000 - $110,000",Contract,Enterprise (10000+ employees),Developer
High School,10,IT,JavaScript,Internet / Ecommerce,Toronto,"$130,000 - $150,000",Contract,Medium (51-500 employees),Manager
Bachelor,3,Recruitment,Communication,Hospitality / Tourism,Toronto,"$90,000 - $110,000",Part-time,Enterprise (10000+ employees),Developer
Master,7,IT,Communication,Finance / Banking,Paris,"$50,000 - $70,000",Remote,Medium (51-500 employees),Administrator
Master,17,Hospitality,Machine Learning,Recruitment / Staffing,London,"$50,000 - $70,000",Part-time,Large (501-10000 employees),Manager
PhD,2,Healthcare,Problem Solving,Media / Entertainment / Internet,New York,"$110,000 - $130,000",Remote,Large (501-10000 employees),Analyst
Master,13,Retail,JavaScript,IT-Software / Software Services,San Francisco,"$70,000 - $90,000",Remote,Small (1-50 employees),Engineer
Bachelor,7,Hospitality,Data Analysis,Healthcare / Medical Services,London,"$130,000 - $150,000",Part-time,Large (501-10000 employees),Designer
Bachelor,8,Hospitality,Python,Industrial Products / Heavy Machinery,Shanghai,"$70,000 - $90,000",Part-time,Small (1-50 employees),Analyst
PhD,14,IT,Communication,Media / Entertainment / Internet,New York,"$90,000 - $110,000",Contract,Small (1-50 employees),Developer
High School,12,Media,Machine Learning,Education / Teaching,San Francisco,"$130,000 - $150,000",Remote,Medium (51-500 employees),Engineer
Bachelor,2,Retail,Machine Learning,Education / Teaching,San Francisco,"$70,000 - $90,000",Full-time,Medium (51-500 employees),Administrator
Bachelor,19,Media,Communication,Internet / Ecommerce,Sydney,"$110,000 - $130,000",Contract,Medium (51-500 employees),Consultant
